text	intent
I want to book a table at The Commons Restaurant in South Pekin  New Hampshire for a party of 10 on january the 24th	BookRestaurant
Book a restaurant in Bouchon for 1	BookRestaurant
book a restaurant for 5	BookRestaurant
book a spot at a crab  restaurant	BookRestaurant
Book a reservation at a restaurant  nearby  their airbnb	BookRestaurant
Book a reservation for Louisiana Fried Chicken  this winter in Taiwan	BookRestaurant
book a restaurant in HI	BookRestaurant
I want to book a bar in Bonaparte  Palau .	BookRestaurant
Can you make reservations at a tea house that serves fettucine ?	BookRestaurant
I want to book Meriton Grand Hotel Tallinn in New Jersey for four people.	BookRestaurant
I want a table for eight in Yakima  Rhode Island	BookRestaurant
Book a reservation for a restaurant serving wontons for ten people in Leopold	BookRestaurant
book at Tavern on the Green for in 1 minute in CO	BookRestaurant
Book a reservation for a party of four  within the same area of Districts of Sweden	BookRestaurant
I need to reserve a table for me and my mom at the nearest restaurant in the state of MH .	BookRestaurant
set an reservation for a party of eight at the bar on 8/8/2039	BookRestaurant
Book me a table for two in Oakes .	BookRestaurant
I need to book a table for 6 people at Montreal Pool Room in Croatia .	BookRestaurant
Reserve a table in Top of the Mark  Lambertville , Vermont .	BookRestaurant
I'm going to Herkimer and want some liver and onions and I need a table for bessie, antonia and lisa at a cafe around 10 AM	BookRestaurant
book a restaurant for november 19	BookRestaurant
Reserve a table at a restaurant with wifi in France	BookRestaurant
Can you make reservations for two people somewhere distant from Sutphin Blvd	BookRestaurant
I need a table at somewhere within walking distance of NV on november the 24th, 2027	BookRestaurant
I need to book a trop̩zienne  restaurant  six hours from now	BookRestaurant
I need a table in your position at churrascaria for a hot dog  in the same area	BookRestaurant
Book a table at Crown Candy Kitchen for lacy and I	BookRestaurant
Book at table at a brasserie which serves padangnese food.	BookRestaurant
I need to book a table for five at the Crooked House of Windsor .	BookRestaurant
make a reservation for 9 at a brasserie with parking	BookRestaurant
book a table today at a steakhouse for eight that serves sashimi	BookRestaurant
I need a table at a cafe that serves baeckeoffe	BookRestaurant
Book a reservation for 1 at PM Park, Clear Lake, Iowa in Mongolia  in 1 hour	BookRestaurant
Book a restaurant in CA for my parents and I on oct. the seventeenth	BookRestaurant
Book a table for a party of twelve in Lewisville  AMerican Samoa for a party of 7 at the Ballachulish House	BookRestaurant
I need a table in Iron Gates  in one minute at the Weathervane Restaurant	BookRestaurant
I need a table booking for a highly rated  sardinian  pub .	BookRestaurant
Book a restaurant in seven in Fort McKinley	BookRestaurant
Book a table for three at a restaurant in Louisiana	BookRestaurant
I'd like a table for 3 at an outdoor  restaurant	BookRestaurant
Book a popular  restaurant for two which is distant from Avalon .	BookRestaurant
book Guenther House for 6 on Oct. 24, 2035 in Waddy	BookRestaurant
Find a table for 2 at a restaurant in Saint Vincent and the Grenadines	BookRestaurant
book cornelia and bettie a table at a brasserie restaurant in Colombia	BookRestaurant
book a spot for my colleague and I at a pizzeria with a pool in Owings Mills  Wisconsin	BookRestaurant
I'd like to eat english cuisine at a restaurant in Ettrick	BookRestaurant
reserve a table for two at the restaurant at 9 pm	BookRestaurant
book for my girlfriend and I for truffade at a gastropub in West Virginia	BookRestaurant
I need a table for six pm for me and my step daughter at Cafe Rouge	BookRestaurant
Book a restaurant for 7 people.	BookRestaurant
Book a table for nine people in NJ .	BookRestaurant
In Apr. , I'd like to eat at a pub  Manack  Montana with 4 people	BookRestaurant
Book a tavern in Rhode Island that serves saucisse .	BookRestaurant
On 10/14/2026 I have two people to eat at Coney Island Hot Dog Stand	BookRestaurant
I want to book a restaurant for nine with wifi	BookRestaurant
I want to book a close  restaurant in SC for seven	BookRestaurant
I need a reservation for four at a restaurant	BookRestaurant
I need a reservation for four minutes from now for 3 people in the Falkland Islands	BookRestaurant
Book a restaurant in Delhi  Arkansas for three people.	BookRestaurant
I need a dinner reservation in three months for a restaurant in Hills and Dales .	BookRestaurant
Find a table at a bar for milagros and I in Mount Pocono	BookRestaurant
Book something for my girlfriend and I at a food truck that has pizzas in Brookwood on October fifteenth, 2020	BookRestaurant
renee sanders, marlene and jewel want to go to a gastropub in the spa	BookRestaurant
Make me a reservation at a delicatessen that serves tofy for a party of four in AZ	BookRestaurant
Need a table within the same area as Beach 105th St for a party of 6 	BookRestaurant
on April the twenty-seventh, 2022 , I'd like to make reservations at a spanish  diner .	BookRestaurant
book a spot in Netherlands Antilles	BookRestaurant
book a food truck for greek food for 7	BookRestaurant
me and terrie need a table at a bar in Hypoluxo , UT	BookRestaurant
I want to find parking next to a restaurant for 10	BookRestaurant
I need to book a table for three at a restaurant in South Sudan 	BookRestaurant
I need a reservation for a brasserie place for a party of two	BookRestaurant
Book a table at a cuban  pub for 5 pm for a party of 7 in Virginia .	BookRestaurant
I'd like to visit a pizzeria with a pool at fourteen o'clock .	BookRestaurant
I want to book a restaurant for eight in Harding .	BookRestaurant
book four people at a Madagascar  bar	BookRestaurant
Make a reservation for 8 at a diner that serves haystack	BookRestaurant
I'd like to eat within the same area of Lawrence St for a party of one	BookRestaurant
table for 4 in Sparks	BookRestaurant
book in Vermont at The Maisonette	BookRestaurant
Where is Chips in Crouch	BookRestaurant
reserve a smoking room at the restaurant	BookRestaurant
Book a table for four around midnight in Saint Pierre and Miquelon .	BookRestaurant
Book the Great House at Sonning  distant from Gun Hill Rd .	BookRestaurant
I need to book the best  food court in within the same area as OK that serves persian food for my ex husband and I	BookRestaurant
Book a restaurant  in one minute for five people in Canal Fulton .	BookRestaurant
I want to book seats for 2 at churrascaria using the internet	BookRestaurant
book a joint for Feb. the seventh in Oklahoma  within walking distance for six that is highly rated	BookRestaurant
Make a reservation for 7 people at a gastropub on Isle of Man .	BookRestaurant
Book a brasserie for me and my team at four am	BookRestaurant
Book reservations at a tea house with esperanza and tommie  now	BookRestaurant
book a bar in San Marino for five	BookRestaurant
I need a table in West Virginia for me and my baby at Jacob Wirth Restaurant	BookRestaurant
Reserve a table for nine people at a caribbean  restaurant in White Creek , Utah .	BookRestaurant
book a restaurant for five in karnataka	BookRestaurant
in a week make a reservation for a table of 7 in District Of Columbia	BookRestaurant
book me a restaurant	BookRestaurant
I want to book a table for a party of 4 at a taverna  next spring .	BookRestaurant
need a table at a highly rated  restaurant  within walking distance from downtown for luisa and I	BookRestaurant
book a southeastern brazilian cusinie pub	BookRestaurant
Book the Atomic Cafe for ten people.	BookRestaurant
Book a restaurant in FL in the city of Lochearn for my step son and I	BookRestaurant
Book a pub for two on jan. first, 2037 .	BookRestaurant
restaurant named The Palm in Tennyson  MI	BookRestaurant
I need a table for four at ten PM . in Dodge Park	BookRestaurant
Book me a table at the highly rated  cafeteria in Federated States Of Micronesia	BookRestaurant
Book a table at the Montreal Pool Room in North Carolina for 7 AM	BookRestaurant
Book something at a highly rated and distant  cafe in Kazakhstan for two on April 21	BookRestaurant
I'd like to book a restaurant that serves p̫chouse in Rocksprings .	BookRestaurant
Please make reservations for me and my roommate somewhere in Bouvet Island	BookRestaurant
Book me a table at a romanian  brasserie in Rixford	BookRestaurant
book me a bar that has chicken fried bacon in Vermont	BookRestaurant
I need to book a table at a bar in Micronesia for tia, madeline and estela	BookRestaurant
Please make reservations in Yeager for seven am at a highly rated  indian  brasserie	BookRestaurant
me and my father in law want go eat gratin at a restaurant	BookRestaurant
book a manadonese  restaurant for two	BookRestaurant
book a table for 3 in Macao	BookRestaurant
I'm looking to bring shawn, marguerite and della to a place to eat at near  Rwanda .	BookRestaurant
book a spot at a tsipouro  restaurant in Connecticut	BookRestaurant
Book a reservation for 9 people at a roman  pizzeria	BookRestaurant
I'd like to eat at a popular  brasserie in Chile with a party of 5	BookRestaurant
I need a reservation for Little Grill Collective for supper with eight people	BookRestaurant
I want to eat a a brasserie that serves muffuletta , where can I get a reservation?	BookRestaurant
Book a table for six at The Cherry Street Tavern for January sixteenth, 2024	BookRestaurant
get me a reservation at a brasserie that serves jain in Pinto	BookRestaurant
Find a table at a joint with northern brazilian food in GA	BookRestaurant
Book an outdoor  restaurant .	BookRestaurant
I'd like to eat at the best  southeastern brazilian  restaurant with five people	BookRestaurant
table for 1 please	BookRestaurant
Book a restaurant in Geddes on march the twenty-seventh for me and my husband	BookRestaurant
I need a top-rated  pub in Friona	BookRestaurant
I would like reservations for Cliff House  in seven months for six people.	BookRestaurant
Reserve a table at a top-rated  restaurant for dinner in twelve hours .	BookRestaurant
BOok a table for me and georgina at a pub in a spa	BookRestaurant
table for 6 at a bar	BookRestaurant
I want to book a pizza  restaurant  close to Astor Place for nine at 3 am	BookRestaurant
I need reservations at a restaurant at 20 o'clock in FM	BookRestaurant
I need a reservation for a joint in AZ for 3	BookRestaurant
book a spot for my kids and I at a restaurant with frybread	BookRestaurant
Need to book a restaurant in PA in the city of Old Orchard Beach	BookRestaurant
Find a reservation in Deweese for my sister and I	BookRestaurant
I'd like a restaurant on 6/1/2027 for 5 people in Iowa City	BookRestaurant
book a table near  Bienville for Pioneer Day	BookRestaurant
I need a table at the close  restaurant for my niece and I at the Brooklyn Bridge-City Hall .	BookRestaurant
book a restaurant for 7 in MN	BookRestaurant
I'd like to book a brasserie in Virginia City , GA .	BookRestaurant
